Date,Sheet_Source,Metric,Value
01-02-2025,Detailed Metrics,Monthly Subscribers CAC,81.450625
01-03-2025,Detailed Metrics,Monthly Subscribers CAC,81.450625
01-04-2025,Detailed Metrics,Monthly Subscribers CAC,77.37809375
01-05-2025,Detailed Metrics,Monthly Subscribers CAC,77.37809375
01-06-2025,Detailed Metrics,Monthly Subscribers CAC,77.37809375
01-07-2025,Detailed Metrics,Monthly Subscribers CAC,73.50918906
01-08-2025,Detailed Metrics,Monthly Subscribers CAC,73.50918906
01-09-2025,Detailed Metrics,Monthly Subscribers CAC,73.50918906
01-10-2025,Detailed Metrics,Monthly Subscribers CAC,69.83372961
01-11-2025,Detailed Metrics,Monthly Subscribers CAC,69.83372961
01-12-2025,Detailed Metrics,Monthly Subscribers CAC,69.83372961
01-01-2026,Detailed Metrics,Monthly Subscribers CAC,66.34204313
01-02-2026,Detailed Metrics,Monthly Subscribers CAC,66.34204313
01-03-2026,Detailed Metrics,Monthly Subscribers CAC,66.34204313
01-04-2026,Detailed Metrics,Monthly Subscribers CAC,63.02494097
01-05-2026,Detailed Metrics,Monthly Subscribers CAC,63.02494097
01-06-2026,Detailed Metrics,Monthly Subscribers CAC,63.02494097
01-07-2026,Detailed Metrics,Monthly Subscribers CAC,59.87369392
01-08-2026,Detailed Metrics,Monthly Subscribers CAC,59.87369392
01-09-2026,Detailed Metrics,Monthly Subscribers CAC,59.87369392
01-10-2026,Detailed Metrics,Monthly Subscribers CAC,56.88000923
01-11-2026,Detailed Metrics,Monthly Subscribers CAC,56.88000923
01-12-2026,Detailed Metrics,Monthly Subscribers CAC,56.88000923
01-01-2027,Detailed Metrics,Monthly Subscribers CAC,54.03600877
01-02-2027,Detailed Metrics,Monthly Subscribers CAC,54.03600877
01-03-2027,Detailed Metrics,Monthly Subscribers CAC,54.03600877
01-04-2027,Detailed Metrics,Monthly Subscribers CAC,51.33420833
01-05-2027,Detailed Metrics,Monthly Subscribers CAC,51.33420833
01-06-2027,Detailed Metrics,Monthly Subscribers CAC,51.33420833
01-07-2027,Detailed Metrics,Monthly Subscribers CAC,48.76749791
01-08-2027,Detailed Metrics,Monthly Subscribers CAC,48.76749791
01-09-2027,Detailed Metrics,Monthly Subscribers CAC,48.76749791
01-10-2027,Detailed Metrics,Monthly Subscribers CAC,46.32912302
01-11-2027,Detailed Metrics,Monthly Subscribers CAC,46.32912302
01-12-2027,Detailed Metrics,Monthly Subscribers CAC,46.32912302
01-01-2028,Detailed Metrics,Monthly Subscribers CAC,44.01266687
01-02-2028,Detailed Metrics,Monthly Subscribers CAC,44.01266687
01-03-2028,Detailed Metrics,Monthly Subscribers CAC,44.01266687
01-04-2028,Detailed Metrics,Monthly Subscribers CAC,41.81203352
01-05-2028,Detailed Metrics,Monthly Subscribers CAC,41.81203352
01-06-2028,Detailed Metrics,Monthly Subscribers CAC,41.81203352
01-07-2028,Detailed Metrics,Monthly Subscribers CAC,39.72143185
01-08-2028,Detailed Metrics,Monthly Subscribers CAC,39.72143185
01-09-2028,Detailed Metrics,Monthly Subscribers CAC,39.72143185
01-10-2028,Detailed Metrics,Monthly Subscribers CAC,37.73536025
01-11-2028,Detailed Metrics,Monthly Subscribers CAC,37.73536025
01-12-2028,Detailed Metrics,Monthly Subscribers CAC,37.73536025
01-01-2024,Detailed Metrics,Annual Subscribers CAC,200
01-02-2024,Detailed Metrics,Annual Subscribers CAC,200
01-03-2024,Detailed Metrics,Annual Subscribers CAC,200
01-04-2024,Detailed Metrics,Annual Subscribers CAC,194
01-05-2024,Detailed Metrics,Annual Subscribers CAC,194
01-06-2024,Detailed Metrics,Annual Subscribers CAC,194
01-07-2024,Detailed Metrics,Annual Subscribers CAC,188.18
01-08-2024,Detailed Metrics,Annual Subscribers CAC,188.18
01-09-2024,Detailed Metrics,Annual Subscribers CAC,188.18
01-10-2024,Detailed Metrics,Annual Subscribers CAC,182.5346
01-11-2024,Detailed Metrics,Annual Subscribers CAC,182.5346
01-12-2024,Detailed Metrics,Annual Subscribers CAC,182.5346
01-01-2025,Detailed Metrics,Annual Subscribers CAC,177.058562
01-02-2025,Detailed Metrics,Annual Subscribers CAC,177.058562
01-03-2025,Detailed Metrics,Annual Subscribers CAC,177.058562
01-04-2025,Detailed Metrics,Annual Subscribers CAC,171.7468051
01-05-2025,Detailed Metrics,Annual Subscribers CAC,171.7468051
01-06-2025,Detailed Metrics,Annual Subscribers CAC,171.7468051
01-07-2025,Detailed Metrics,Annual Subscribers CAC,166.594401
01-08-2025,Detailed Metrics,Annual Subscribers CAC,166.594401
01-09-2025,Detailed Metrics,Annual Subscribers CAC,166.594401
01-10-2025,Detailed Metrics,Annual Subscribers CAC,161.596569
01-11-2025,Detailed Metrics,Annual Subscribers CAC,161.596569
01-12-2025,Detailed Metrics,Annual Subscribers CAC,161.596569
01-01-2026,Detailed Metrics,Annual Subscribers CAC,156.7486719
01-02-2026,Detailed Metrics,Annual Subscribers CAC,156.7486719
01-03-2026,Detailed Metrics,Annual Subscribers CAC,156.7486719
01-04-2026,Detailed Metrics,Annual Subscribers CAC,152.0462117
01-05-2026,Detailed Metrics,Annual Subscribers CAC,152.0462117
01-06-2026,Detailed Metrics,Annual Subscribers CAC,152.0462117
01-07-2026,Detailed Metrics,Annual Subscribers CAC,147.4848254
01-08-2026,Detailed Metrics,Annual Subscribers CAC,147.4848254
01-09-2026,Detailed Metrics,Annual Subscribers CAC,147.4848254
01-10-2026,Detailed Metrics,Annual Subscribers CAC,143.0602806
01-11-2026,Detailed Metrics,Annual Subscribers CAC,143.0602806
01-12-2026,Detailed Metrics,Annual Subscribers CAC,143.0602806
01-01-2027,Detailed Metrics,Annual Subscribers CAC,138.7684722
01-02-2027,Detailed Metrics,Annual Subscribers CAC,138.7684722
01-03-2027,Detailed Metrics,Annual Subscribers CAC,138.7684722
01-04-2027,Detailed Metrics,Annual Subscribers CAC,134.605418
01-05-2027,Detailed Metrics,Annual Subscribers CAC,134.605418
01-06-2027,Detailed Metrics,Annual Subscribers CAC,134.605418
01-07-2027,Detailed Metrics,Annual Subscribers CAC,130.5672555
01-08-2027,Detailed Metrics,Annual Subscribers CAC,130.5672555
01-09-2027,Detailed Metrics,Annual Subscribers CAC,130.5672555
01-10-2027,Detailed Metrics,Annual Subscribers CAC,126.6502378
01-11-2027,Detailed Metrics,Annual Subscribers CAC,126.6502378
01-12-2027,Detailed Metrics,Annual Subscribers CAC,126.6502378
01-01-2028,Detailed Metrics,Annual Subscribers CAC,122.8507307
01-02-2028,Detailed Metrics,Annual Subscribers CAC,122.8507307
01-03-2028,Detailed Metrics,Annual Subscribers CAC,122.8507307
01-04-2028,Detailed Metrics,Annual Subscribers CAC,119.1652088
01-05-2028,Detailed Metrics,Annual Subscribers CAC,119.1652088
01-06-2028,Detailed Metrics,Annual Subscribers CAC,119.1652088
01-07-2028,Detailed Metrics,Annual Subscribers CAC,115.5902525
01-08-2028,Detailed Metrics,Annual Subscribers CAC,115.5902525
01-09-2028,Detailed Metrics,Annual Subscribers CAC,115.5902525
01-10-2028,Detailed Metrics,Annual Subscribers CAC,112.1225449
01-11-2028,Detailed Metrics,Annual Subscribers CAC,112.1225449
01-12-2028,Detailed Metrics,Annual Subscribers CAC,112.1225449
01-01-2024,Detailed Metrics,Blended CAC,137.9310345
01-02-2024,Detailed Metrics,Blended CAC,137.3417722
01-03-2024,Detailed Metrics,Blended CAC,136.627907
01-04-2024,Detailed Metrics,Blended CAC,130.4705882
01-05-2024,Detailed Metrics,Blended CAC,129.9411765
01-06-2024,Detailed Metrics,Blended CAC,129.3378378
01-07-2024,Detailed Metrics,Blended CAC,123.4328926
01-08-2024,Detailed Metrics,Blended CAC,122.8933333
01-09-2024,Detailed Metrics,Blended CAC,122.2132639
01-10-2024,Detailed Metrics,Blended CAC,116.8728729
01-11-2024,Detailed Metrics,Blended CAC,116.3050053
01-12-2024,Detailed Metrics,Blended CAC,115.8406196
01-01-2025,Detailed Metrics,Blended CAC,110.5793331
01-02-2025,Detailed Metrics,Blended CAC,110.0899395
01-03-2025,Detailed Metrics,Blended CAC,109.5008875
01-04-2025,Detailed Metrics,Blended CAC,104.544844
01-05-2025,Detailed Metrics,Blended CAC,104.0368458
01-06-2025,Detailed Metrics,Blended CAC,103.4832699
01-07-2025,Detailed Metrics,Blended CAC,98.71129884
01-08-2025,Detailed Metrics,Blended CAC,98.20779863
01-09-2025,Detailed Metrics,Blended CAC,97.71816359
01-10-2025,Detailed Metrics,Blended CAC,93.21018477
01-11-2025,Detailed Metrics,Blended CAC,92.72752593
01-12-2025,Detailed Metrics,Blended CAC,92.25891788
01-01-2026,Detailed Metrics,Blended CAC,87.95596723
01-02-2026,Detailed Metrics,Blended CAC,87.52666852
01-03-2026,Detailed Metrics,Blended CAC,87.08048127
01-04-2026,Detailed Metrics,Blended CAC,82.98905546
01-05-2026,Detailed Metrics,Blended CAC,82.570103
01-06-2026,Detailed Metrics,Blended CAC,82.16719996
01-07-2026,Detailed Metrics,Blended CAC,78.29269246
01-08-2026,Detailed Metrics,Blended CAC,77.88644605
01-09-2026,Detailed Metrics,Blended CAC,77.48415635
01-10-2026,Detailed Metrics,Blended CAC,73.83838254
01-11-2026,Detailed Metrics,Blended CAC,73.4694093
01-12-2026,Detailed Metrics,Blended CAC,73.09405388
01-01-2027,Detailed Metrics,Blended CAC,69.62241387
01-02-2027,Detailed Metrics,Blended CAC,69.27288739
01-03-2027,Detailed Metrics,Blended CAC,68.92787902
01-04-2027,Detailed Metrics,Blended CAC,65.63424412
01-05-2027,Detailed Metrics,Blended CAC,65.31181502
01-06-2027,Detailed Metrics,Blended CAC,64.99819338
01-07-2027,Detailed Metrics,Blended CAC,61.88606448
01-08-2027,Detailed Metrics,Blended CAC,61.58364005
01-09-2027,Detailed Metrics,Blended CAC,61.29141883
01-10-2027,Detailed Metrics,Blended CAC,58.3455859
01-11-2027,Detailed Metrics,Blended CAC,58.06653814
01-12-2027,Detailed Metrics,Blended CAC,57.79490803
01-01-2028,Detailed Metrics,Blended CAC,55.00484796
01-02-2028,Detailed Metrics,Blended CAC,54.74432752
01-03-2028,Detailed Metrics,Blended CAC,54.4899581
01-04-2028,Detailed Metrics,Blended CAC,51.85054083
01-05-2028,Detailed Metrics,Blended CAC,51.61372483
01-06-2028,Detailed Metrics,Blended CAC,51.3789187
01-07-2028,Detailed Metrics,Blended CAC,48.87890441
01-08-2028,Detailed Metrics,Blended CAC,48.65872473
01-09-2028,Detailed Metrics,Blended CAC,48.44178013
01-10-2028,Detailed Metrics,Blended CAC,46.07710008
01-11-2028,Detailed Metrics,Blended CAC,45.87342046
01-12-2028,Detailed Metrics,Blended CAC,45.67489226
01-01-2024,Detailed Metrics,Monthly Subscribers Total CAC,9000
01-02-2024,Detailed Metrics,Monthly Subscribers Total CAC,9900
01-03-2024,Detailed Metrics,Monthly Subscribers Total CAC,10900
01-04-2024,Detailed Metrics,Monthly Subscribers Total CAC,11400
01-05-2024,Detailed Metrics,Monthly Subscribers Total CAC,12540
01-06-2024,Detailed Metrics,Monthly Subscribers Total CAC,13775
01-07-2024,Detailed Metrics,Monthly Subscribers Total CAC,14440
01-08-2024,Detailed Metrics,Monthly Subscribers Total CAC,15884
01-09-2024,Detailed Metrics,Monthly Subscribers Total CAC,17508.5
01-10-2024,Detailed Metrics,Monthly Subscribers Total CAC,18262.0875
01-11-2024,Detailed Metrics,Monthly Subscribers Total CAC,20062.575
01-12-2024,Detailed Metrics,Monthly Subscribers Total CAC,22034.5375
01-01-2025,Detailed Metrics,Monthly Subscribers Total CAC,23050.52688
01-02-2025,Detailed Metrics,Monthly Subscribers Total CAC,25331.14438
01-03-2025,Detailed Metrics,Monthly Subscribers Total CAC,27856.11375
01-04-2025,Detailed Metrics,Monthly Subscribers Total CAC,29094.16325
01-05-2025,Detailed Metrics,Monthly Subscribers Total CAC,32034.53081
01-06-2025,Detailed Metrics,Monthly Subscribers Total CAC,35207.03266
01-07-2025,Detailed Metrics,Monthly Subscribers Total CAC,36828.10372
01-08-2025,Detailed Metrics,Monthly Subscribers Total CAC,40503.56317
01-09-2025,Detailed Metrics,Monthly Subscribers Total CAC,44546.56857
01-10-2025,Detailed Metrics,Monthly Subscribers Total CAC,46579.09765
01-11-2025,Detailed Metrics,Monthly Subscribers Total CAC,51257.95753
01-12-2025,Detailed Metrics,Monthly Subscribers Total CAC,56355.81979
01-01-2026,Detailed Metrics,Monthly Subscribers Total CAC,58911.7343
01-02-2026,Detailed Metrics,Monthly Subscribers Total CAC,64816.17614
01-03-2026,Detailed Metrics,Monthly Subscribers Total CAC,71317.69636
01-04-2026,Detailed Metrics,Monthly Subscribers Total CAC,74558.50517
01-05-2026,Detailed Metrics,Monthly Subscribers Total CAC,81995.44821
01-06-2026,Detailed Metrics,Monthly Subscribers Total CAC,90188.69053
01-07-2026,Detailed Metrics,Monthly Subscribers Total CAC,94241.19424
01-08-2026,Detailed Metrics,Monthly Subscribers Total CAC,103641.3642
01-09-2026,Detailed Metrics,Monthly Subscribers Total CAC,113999.5132
01-10-2026,Detailed Metrics,Monthly Subscribers Total CAC,119106.7393
01-11-2026,Detailed Metrics,Monthly Subscribers Total CAC,130994.6613
01-12-2026,Detailed Metrics,Monthly Subscribers Total CAC,144077.0634
01-01-2027,Detailed Metrics,Monthly Subscribers Total CAC,150544.3204
01-02-2027,Detailed Metrics,Monthly Subscribers Total CAC,165620.3669
01-03-2027,Detailed Metrics,Monthly Subscribers Total CAC,182209.4216
01-04-2027,Detailed Metrics,Monthly Subscribers Total CAC,190398.5787
01-05-2027,Detailed Metrics,Monthly Subscribers Total CAC,209443.57
01-06-2027,Detailed Metrics,Monthly Subscribers Total CAC,230387.927
01-07-2027,Detailed Metrics,Monthly Subscribers Total CAC,240765.1372
01-08-2027,Detailed Metrics,Monthly Subscribers Total CAC,264856.2812
01-09-2027,Detailed Metrics,Monthly Subscribers Total CAC,291337.0325
01-10-2027,Detailed Metrics,Monthly Subscribers Total CAC,304428.6673
01-11-2027,Detailed Metrics,Monthly Subscribers Total CAC,334866.9012
01-12-2027,Detailed Metrics,Monthly Subscribers Total CAC,368362.8571
01-01-2028,Detailed Metrics,Monthly Subscribers Total CAC,384934.7844
01-02-2028,Detailed Metrics,Monthly Subscribers Total CAC,423445.8679
01-03-2028,Detailed Metrics,Monthly Subscribers Total CAC,465786.0534
01-04-2028,Detailed Metrics,Monthly Subscribers Total CAC,486733.8822
01-05-2028,Detailed Metrics,Monthly Subscribers Total CAC,535403.0892
01-06-2028,Detailed Metrics,Monthly Subscribers Total CAC,588964.3042
01-07-2028,Detailed Metrics,Monthly Subscribers Total CAC,615483.5865
01-08-2028,Detailed Metrics,Monthly Subscribers Total CAC,677051.8058
01-09-2028,Detailed Metrics,Monthly Subscribers Total CAC,744776.8471
01-10-2028,Detailed Metrics,Monthly Subscribers Total CAC,778291.8052
01-11-2028,Detailed Metrics,Monthly Subscribers Total CAC,856139.8534
01-12-2028,Detailed Metrics,Monthly Subscribers Total CAC,941761.3858
01-01-2024,Detailed Metrics,Annual Subscribers Total CAC,11000
01-02-2024,Detailed Metrics,Annual Subscribers Total CAC,11800
01-03-2024,Detailed Metrics,Annual Subscribers Total CAC,12600
01-04-2024,Detailed Metrics,Annual Subscribers Total CAC,12998
01-05-2024,Detailed Metrics,Annual Subscribers Total CAC,13968
01-06-2024,Detailed Metrics,Annual Subscribers Total CAC,14938
01-07-2024,Detailed Metrics,Annual Subscribers Total CAC,15430.76
01-08-2024,Detailed Metrics,Annual Subscribers Total CAC,16559.84
01-09-2024,Detailed Metrics,Annual Subscribers Total CAC,17688.92
01-10-2024,Detailed Metrics,Annual Subscribers Total CAC,18435.9946
01-11-2024,Detailed Metrics,Annual Subscribers Total CAC,19713.7368
01-12-2024,Detailed Metrics,Annual Subscribers Total CAC,21174.0136
01-01-2025,Detailed Metrics,Annual Subscribers Total CAC,21955.26169
01-02-2025,Detailed Metrics,Annual Subscribers Total CAC,23548.78875
01-03-2025,Detailed Metrics,Annual Subscribers Total CAC,25142.3158
01-04-2025,Detailed Metrics,Annual Subscribers Total CAC,26105.51438
01-05-2025,Detailed Metrics,Annual Subscribers Total CAC,27994.72924
01-06-2025,Detailed Metrics,Annual Subscribers Total CAC,29883.94409
01-07-2025,Detailed Metrics,Annual Subscribers Total CAC,30986.55858
01-08-2025,Detailed Metrics,Annual Subscribers Total CAC,33152.2858
01-09-2025,Detailed Metrics,Annual Subscribers Total CAC,35484.60741
01-10-2025,Detailed Metrics,Annual Subscribers Total CAC,36844.01772
01-11-2025,Detailed Metrics,Annual Subscribers Total CAC,39429.56283
01-12-2025,Detailed Metrics,Annual Subscribers Total CAC,42176.7045
01-01-2026,Detailed Metrics,Annual Subscribers Total CAC,43732.87946
01-02-2026,Detailed Metrics,Annual Subscribers Total CAC,46867.85289
01-03-2026,Detailed Metrics,Annual Subscribers Total CAC,50159.575
01-04-2026,Detailed Metrics,Annual Subscribers Total CAC,51999.80441
01-05-2026,Detailed Metrics,Annual Subscribers Total CAC,55648.91349
01-06-2026,Detailed Metrics,Annual Subscribers Total CAC,59602.115
01-07-2026,Detailed Metrics,Annual Subscribers Total CAC,61796.14183
01-08-2026,Detailed Metrics,Annual Subscribers Total CAC,66073.20177
01-09-2026,Detailed Metrics,Annual Subscribers Total CAC,70645.23136
01-10-2026,Detailed Metrics,Annual Subscribers Total CAC,73389.92396
01-11-2026,Detailed Metrics,Annual Subscribers Total CAC,78540.09406
01-12-2026,Detailed Metrics,Annual Subscribers Total CAC,83976.38472
01-01-2027,Detailed Metrics,Annual Subscribers Total CAC,87146.60054
01-02-2027,Detailed Metrics,Annual Subscribers Total CAC,93252.41332
01-03-2027,Detailed Metrics,Annual Subscribers Total CAC,99774.53151
01-04-2027,Detailed Metrics,Annual Subscribers Total CAC,103511.5665
01-05-2027,Detailed Metrics,Annual Subscribers Total CAC,110780.259
01-06-2027,Detailed Metrics,Annual Subscribers Total CAC,118587.3733
01-07-2027,Detailed Metrics,Annual Subscribers Total CAC,123124.9219
01-08-2027,Detailed Metrics,Annual Subscribers Total CAC,131742.3608
01-09-2027,Detailed Metrics,Annual Subscribers Total CAC,141012.6359
01-10-2027,Detailed Metrics,Annual Subscribers Total CAC,146407.6749
01-11-2027,Detailed Metrics,Annual Subscribers Total CAC,156666.3442
01-12-2027,Detailed Metrics,Annual Subscribers Total CAC,167684.9149
01-01-2028,Detailed Metrics,Annual Subscribers Total CAC,174079.4854
01-02-2028,Detailed Metrics,Annual Subscribers Total CAC,186241.7077
01-03-2028,Detailed Metrics,Annual Subscribers Total CAC,199263.8852
